,churn,n_requests_1,n_requests_2,n_requests_3,diff_n_requests_1,diff_n_requests_2,diff_n_requests_3,diff_avg_vjnbe_requests_1,diff_avg_vjnbe_requests_2,diff_avg_vjnbe_requests_3,other_hsntsn_requests_1,other_hsntsn_requests_2,other_hsntsn_requests_3,n_accident,sum_accident_cost,vehicle_age,diff_car_holder,contract_age_months,age_contract_holder,age_youngest_driver,years_driving_license
20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1736,10,0,35,26,21,8
21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,40,19,20
22,0,0,0,0,-2.18,-2.4,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,48,32,32,12
23,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,54,31,23,12
24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,33,28,14
25,0,0,0,18,-4.73,-5.2,2.22,0.0,0.0,4.712805769757783,0.0,0.0,0.5044504221716214,0,0,18,0,35,30,30,9
26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,15,39,29,19
27,0,0,0,0,-2.64,-2.9,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,60,41,29,20
28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,30,21,21,1
29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,55,20,20,2
30,0,0,0,0,-5.55,-6.1,-6.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,36,46,34,26
31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,35,51,27,32
32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,64,47,23,28
33,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,63,41,18,20
34,0,0,0,0,-4.64,-5.1,-5.67,0.0,0.0,0.0,0.0,0.0,0.0,1,3752,5,0,0,32,29,13
35,0,0,0,0,-2.09,-2.3,-2.56,0.0,0.0,0.0,0.0,0.0,0.0,1,2576,6,0,3,36,36,18
36,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,56,26,26,6
37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1656,4,0,99,31,31,10
38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,117,27,23,9
39,0,0,0,0,-6.82,-7.5,-8.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,60,33,22,14
40,0,0,0,0,-3.45,-3.8,-4.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,44,34,33,15
41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,36,38,38,20
42,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,63,34,29,13
43,0,0,46,46,-6.73,20.2,12.22,0.0,7.224834253301333,12.98931009298568,0.0,0.0,0.0,0,0,0,0,75,45,18,25
44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,35,22,22,2
45,0,0,0,11,-1.0,-1.1,3.67,0.0,0.0,19.79181647180071,0.0,0.0,0.11824720139755758,0,0,4,0,18,26,20,6
46,1,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,1,13,29,18,8
47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,0,63,26,20,8
48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,54,38,24,18
49,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,1,2595,2,0,56,21,21,2
50,0,0,0,0,-0.18,-0.2,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,63,40,20,20
51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2988,9,0,66,47,33,28
52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1652,4,0,135,30,24,9
53,0,0,16,16,-1.45,8.0,5.33,0.0,14.980958756821922,7.753111237482408,0.0,0.0,0.3086762034093905,0,0,5,0,88,34,18,14
54,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,45,30,19,11
55,0,0,0,0,-5.91,-6.5,-7.22,0.0,0.0,0.0,0.0,0.0,0.0,1,2838,0,0,3,46,28,25
56,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,572,12,1,182,32,19,10
57,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,33,26,26,7
58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,0,63,33,21,14
59,0,23,23,23,23.0,11.5,7.67,-0.17173709128458547,15.828469606007708,13.307551658804393,0.0,0.31651029807337044,0.37893879231961936,1,1620,4,0,90,35,18,14
60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1068,3,0,99,47,20,27
61,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,30,26,21,7
62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,27,31,22,12
63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,80,36,18,15
64,0,0,0,0,-6.36,-7.0,-7.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,24,29,18,10
65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,18,26,23,8
66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,1,56,34,30,14
67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,12,34,22,16
68,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,48,27,24,8
69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,81,43,22,22
70,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,126,40,31,21
71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,36,37,24,17
72,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,0,28,41,27,21
73,0,0,0,0,-3.55,-3.9,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,12,33,18,15
74,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,42,31,19,10
75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,64,35,31,15
76,0,0,55,55,-5.0,27.5,18.33,0.0,16.66456849919868,2.2653540959194096,0.0,0.0,0.3290172386745136,0,0,2,1,65,19,19,0
77,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2110,2,0,96,36,30,18
78,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,42,30,27,10
79,0,0,0,0,-2.27,-2.5,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,2,2834,6,0,65,43,29,23
80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1740,3,0,36,32,18,13
81,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,36,30,17
82,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30,52,27,31
83,0,0,0,0,-3.18,-3.5,-3.89,0.0,0.0,0.0,0.0,0.0,0.0,1,2088,3,0,18,31,30,12
84,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,20,36,36,17
85,0,0,0,10,-0.91,-1.0,3.33,0.0,0.0,15.525031606292258,0.0,0.0,0.21063468906467192,1,2400,0,1,24,39,27,20
86,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1,40,41,18,20
87,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,1,27,28,28,8
88,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,88,32,32,13
89,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,0,80,40,35,21
90,0,0,0,23,-2.82,-3.1,6.78,0.0,0.0,29.395180739719432,0.0,0.0,0.44080101600421817,0,0,6,0,30,38,18,18
91,0,0,0,27,-2.45,-2.7,9.0,0.0,0.0,-2.6096670427103277,0.0,0.0,0.17791712493196335,0,0,20,0,78,25,24,5
92,0,0,0,0,-7.18,-7.9,-8.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,10,27,27,7
93,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1800,4,0,63,38,25,18
94,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,84,26,23,7
95,0,0,6,6,-2.27,1.1,-0.10999999999999988,0.0,11.160492890512163,10.212161412090659,0.0,0.005319405209187417,0.7692807425603727,0,0,16,0,32,28,18,9
96,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,1,27,33,27,14
97,0,33,33,33,33.0,16.5,11.0,14.509947066848722,19.405659997084726,5.881865940784453,0.14807500225686776,0.3059809795253146,0.0,0,0,0,0,80,35,22,15
98,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,120,45,28,24
99,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,36,28,17
100,0,0,0,0,-7.0,-7.7,-8.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70,38,29,18
101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,40,30,23,11
102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1815,50,0,80,35,24,17
103,0,0,0,0,-1.0,-1.1,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,49,35,18,16
104,0,0,0,0,-7.91,-8.7,-9.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,45,31,30,12
105,0,0,0,0,-4.73,-5.2,-5.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,64,40,25,21
106,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,81,24,24,4
107,0,0,0,83,-7.55,-8.3,27.67,0.0,0.0,1.1066392970311263,0.0,0.0,0.07486205670941024,1,1232,2,0,120,41,34,22
108,0,0,0,64,-5.82,-6.4,21.33,0.0,0.0,-3.5355045588321143,0.0,0.0,0.3162777247569216,0,0,4,1,60,32,21,11
109,0,0,0,0,-3.09,-3.4,-3.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,15,28,18,10
110,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,130,32,27,13
111,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,35,33,22,15
112,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,128,51,26,32
113,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,30,47,28,29
114,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,24,36,21,16
115,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0,33,38,18,18
116,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4030,12,0,66,43,34,22
117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,36,27,24,7
118,0,60,60,60,60.0,30.0,20.0,38.27958965441805,16.53344152187755,31.072736872145732,0.011104358827547817,0.0,0.27328523383041264,0,0,16,0,48,60,18,41
119,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,98,38,19,19
120,0,15,15,15,15.0,7.5,5.0,6.252026788594852,10.113225856093914,14.809063070619654,0.1369661821421766,0.0,0.057827243075784907,0,0,10,0,32,27,26,9
121,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,63,0,24,36,18,16
122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,30,32,32,12
123,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,18,43,20,23
124,0,28,28,28,28.0,14.0,9.33,29.090415262609966,21.34822794204929,6.650569916396494,0.27284307041703926,0.2640410561576598,0.959480991824398,0,0,0,0,24,44,18,25
125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,56,29,23,10
126,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,88,41,24,21
127,0,64,64,64,64.0,32.0,21.33,10.000181940920655,11.291850895710102,28.249292157520912,0.25227965508965217,0.4350729567377746,0.41416067652453786,0,0,6,0,48,35,26,17
128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,80,27,25,6
129,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,45,42,34,21
130,0,4,4,4,1.5499999999999998,-0.7000000000000002,-1.67,18.0308749361214,5.876923786457081,12.817265328286496,0.368232074471792,0.07018416715858136,0.10667669954407073,0,0,1,0,40,48,28,30
131,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,48,26,24,5
132,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,1,96,39,27,18
133,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,0,63,35,24,16
134,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,0,77,30,22,11
135,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,44,27,27,7
136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1665,15,0,42,28,28,7
137,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,44,35,29,16
138,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,40,28,28,7
139,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,1,680,12,1,45,43,23,24
140,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,56,36,23,16
141,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,60,38,21,19
142,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,54,36,31,18
143,0,0,0,0,-3.82,-4.2,-4.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,64,37,18,18
144,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,24,35,24,16
145,0,0,0,0,-1.91,-2.1,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,55,36,36,15
146,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,28,32,30,13
147,0,0,0,47,-5.45,-6.0,14.23,0.0,0.0,32.35917980557035,0.0,0.0,0.5422076591002898,0,0,9,0,30,21,21,0
148,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,84,30,19,12
149,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1584,0,0,81,36,35,17
150,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,36,40,40,22
151,0,0,0,0,-6.09,-6.7,-7.44,0.0,0.0,0.0,0.0,0.0,0.0,1,2482,8,0,56,29,24,10
152,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,54,44,27,24
153,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,39,30,20
154,0,0,0,0,-2.09,-2.3,-2.56,0.0,0.0,0.0,0.0,0.0,0.0,1,1150,20,0,25,27,25,9
155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,42,25,25,7
156,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,110,35,25,15
157,0,0,0,0,-1.91,-2.1,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,117,43,21,23
158,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,39,30,21
159,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,24,35,35,17
160,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,21,48,25,29
161,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,31,31,10
162,0,0,0,0,-1.82,-2.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,64,26,26,6
163,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3540,1,0,32,35,35,15
164,0,0,0,6,-0.55,-0.6,2.0,0.0,0.0,23.545297720376972,0.0,0.0,0.0,0,0,8,0,33,22,22,0
165,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,15,38,30,18
166,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,135,52,23,34
167,0,0,0,0,-4.09,-4.5,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0,42,41,27,22
168,0,0,0,0,-1.18,-1.3,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,90,30,25,10
169,0,0,0,0,-3.0,-3.3,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,40,35,35,14
170,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2844,0,0,35,37,25,18
171,0,0,0,0,-7.64,-8.4,-9.33,0.0,0.0,0.0,0.0,0.0,0.0,1,2871,15,0,77,37,22,19
172,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70,45,25,25
173,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,28,34,24,13
174,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,49,38,25,16
175,0,0,0,0,-2.18,-2.4,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,1,1100,4,0,70,40,37,19
176,0,0,0,0,-1.36,-1.5,-1.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,90,47,20,28
177,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,1,112,24,19,4
178,0,0,0,12,-4.82,-5.3,-0.5599999999999996,0.0,0.0,11.132391020807226,0.0,0.0,0.10712550796373538,0,0,9,0,99,31,31,11
179,0,4,4,4,4.0,2.0,1.33,0.9048809709862695,10.326906959629161,8.342459799790214,0.0,0.6375885450415326,0.0,0,0,25,0,49,33,30,14
180,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,42,40,26,22
181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,66,35,28,17
182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,20,35,18,16
183,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,39,33,23,14
184,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,36,40,18,21
185,0,0,0,0,-2.45,-2.7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,12,34,29,14
186,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1888,6,0,35,40,25,21
187,0,0,0,0,-11.55,-12.7,-14.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,21,40,23,19
188,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,60,24,21,4
189,0,0,22,22,-2.0,11.0,7.33,0.0,24.469124433200612,7.109255355316093,0.0,0.2870205233634165,0.40265794981380265,1,1027,12,1,14,43,26,22
190,0,0,0,0,-3.82,-4.2,-4.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,48,24,24,2
191,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1840,1,0,72,36,18,17
192,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,46,18,27
193,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,48,41,32,23
194,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,40,37,27,19
195,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,36,26,26,6
196,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,77,40,22,18
197,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2418,15,1,12,42,35,20
198,0,0,21,21,-3.18,9.1,5.4399999999999995,0.0,9.046333214412732,5.697614492321741,0.0,0.518801385525115,0.1809119703275191,0,0,6,0,70,31,25,11
199,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,108,48,32,27
200,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,50,40,24,19
201,0,4,4,4,4.0,2.0,1.33,14.934040497179478,-0.1949944393792471,8.474148556619733,0.04023148608750571,0.19256285824503078,0.0,0,0,15,0,48,36,22,17
202,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,54,33,32,14
203,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,99,29,26,10
204,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,40,27,18,7
205,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,27,43,22,25
206,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,22,44,29,25
207,0,0,0,51,-4.64,-5.1,17.0,0.0,0.0,15.40637371924597,0.0,0.0,0.2083542035778402,0,0,0,0,24,31,31,10
