,churn,n_requests_1,n_requests_2,n_requests_3,diff_n_requests_1,diff_n_requests_2,diff_n_requests_3,diff_avg_vjnbe_requests_1,diff_avg_vjnbe_requests_2,diff_avg_vjnbe_requests_3,other_hsntsn_requests_1,other_hsntsn_requests_2,other_hsntsn_requests_3,n_accident,sum_accident_cost,vehicle_age,diff_car_holder,contract_age_months,age_contract_holder,age_youngest_driver,years_driving_license
54055,0,0,0,7,-0.64,-0.7,2.33,0.0,0.0,8.255323292474067,0.0,0.0,0.4247459440727538,0,0,0,0,117,41,26,22
49965,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,220,33,33,13
4906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,63,31,20,10
15458,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,39,31,21,11
36632,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,34,32,13
74638,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,72,37,26,15
85683,0,0,0,0,-2.91,-3.2,-3.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,56,38,27,18
68929,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,117,28,24,7
66334,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,30,47,23,28
20623,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,56,42,18,22
59713,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,48,38,27,18
49647,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,135,40,23,21
75319,0,0,0,0,-2.73,-3.0,-3.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1,35,31,26,12
33243,0,0,0,0,-23.45,-25.8,-28.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,150,34,18,14
48827,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1,90,47,28,29
43596,0,0,11,11,-1.0,5.5,3.67,0.0,7.004119449569713,14.139865045516393,0.0,0.0,0.20315942904020046,0,0,4,0,72,41,25,21
66831,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,10,28,23,9
28805,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,36,35,18,15
25519,0,0,0,0,-0.73,-0.8,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,20,40,31,20
42974,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,66,33,18,13
19663,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,36,36,31,16
12060,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,0,32,36,22,16
70570,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,105,35,33,17
9538,0,0,0,21,-3.09,-3.4,5.5600000000000005,0.0,0.0,3.999657959340581,0.0,0.0,0.3776146762749976,2,3930,7,1,36,37,20,19
21321,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1540,6,0,12,30,25,11
66962,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,45,27,18,7
51710,0,0,0,0,-2.09,-2.3,-2.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,60,38,18,17
83959,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,49,42,29
21743,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,40,37,20,17
93478,0,0,0,0,-2.36,-2.6,-2.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,105,44,26,25
45910,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,1,35,30,30,11
77843,0,3,3,3,3.0,1.5,1.0,-1.977715533686549,12.374653333083682,13.956870652575223,0.4756477114958945,0.2293591722058713,0.30446999656022244,0,0,15,0,10,30,25,10
82559,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,117,31,31,12
35377,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,36,38,36,19
93154,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,1,42,38,29,18
72518,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,40,40,19
5198,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,918,6,0,110,36,20,17
31737,0,0,0,10,-0.91,-1.0,3.33,0.0,0.0,15.703921655010793,0.0,0.0,0.12949552998610075,0,0,30,0,84,31,29,13
71481,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1920,4,0,36,29,27,11
73440,0,0,0,0,-2.18,-2.4,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,1,36,20,20,0
67765,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,1,48,37,24,18
872,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,60,36,24,16
9787,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,44,38,26,19
87404,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,70,42,30,22
15910,0,0,0,0,-1.82,-2.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,121,25,25,6
858,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,40,41,23,22
44529,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,56,28,28,8
72203,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1701,35,0,18,35,23,16
88912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,42,49,33,29
26961,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,9,31,27,12
17776,0,16,16,48,13.09,4.8,16.0,11.52365526677284,-1.259851168418189,27.39687690258589,0.18949011899282325,0.1775720696591934,0.22075628474857004,2,1752,3,1,63,28,18,9
3916,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,25,21,6
46624,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2904,8,1,18,42,26,23
14897,0,0,0,11,-1.0,-1.1,3.67,0.0,0.0,7.327443303361813,0.0,0.0,0.14561351852476598,0,0,3,0,15,40,23,20
40010,0,0,0,0,-3.27,-3.6,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,45,36,29,17
99624,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,54,18,18,0
83859,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,81,29,29,8
66331,0,0,0,0,-0.73,-0.8,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,2,876,8,0,21,35,25,15
10169,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,60,32,31,11
99087,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,65,31,28,12
58167,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,40,27,21,7
58068,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,72,33,18,13
72616,0,0,0,0,-3.82,-4.2,-4.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,25,41,29,21
48678,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,1,32,36,23,15
14047,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1694,9,0,70,38,29,18
52202,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,48,27,27,8
33966,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,16,37,25,16
94881,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,56,51,21,32
34711,0,0,0,0,-10.0,-11.0,-12.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,50,50,33,30
14572,0,0,0,0,-2.64,-2.9,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,140,34,27,13
80529,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,1,1904,0,0,50,45,27,27
59482,0,36,36,36,35.91,17.9,11.89,18.3446244278368,10.205846645040447,7.1911759305461755,0.2254039956025601,0.5844426747304785,0.13707362144788704,0,0,12,0,15,33,19,14
27880,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,88,36,27,16
89935,0,0,0,0,-2.0,-2.2,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,24,43,18,22
41458,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,28,36,20,17
92267,0,0,0,0,-7.45,-8.2,-9.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,40,37,34,18
12672,0,0,4,4,-0.36,2.0,1.33,0.0,15.579827138329627,20.569817289324966,0.0,0.5743043196496691,0.6969927279919603,0,0,2,1,39,36,32,17
27560,0,22,22,22,22.0,11.0,7.33,9.253817272978463,21.595179077180532,17.11361299669477,0.2440042413901681,0.0,0.07435991708425993,1,942,8,0,84,33,20,11
46787,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1524,8,0,48,35,35,16
17845,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,35,35,16
80088,0,0,0,0,-1.27,-1.4,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,72,22,19,1
52868,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,1,1639,24,0,35,34,31,13
99888,0,0,0,0,-6.0,-6.6,-7.33,0.0,0.0,0.0,0.0,0.0,0.0,1,858,12,1,90,45,23,25
97101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,65,35,22,15
3542,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,28,30,28,11
92988,0,0,0,0,-9.27,-10.2,-11.33,0.0,0.0,0.0,0.0,0.0,0.0,1,742,18,0,24,36,29,18
10957,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,16,34,18,16
72382,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1337,12,0,18,26,26,6
28004,0,0,0,0,-3.09,-3.4,-3.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,90,33,29,14
38082,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30,41,31,20
94930,0,0,0,0,-5.73,-6.3,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,35,31,30,11
43801,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,24,19,4
26281,0,0,0,0,-2.0,-2.2,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,100,42,25,23
2580,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,70,36,25,17
32502,0,0,0,0,-2.82,-3.1,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,1,20,37,26,16
33298,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,44,28,18,8
31642,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1302,12,0,110,29,29,9
19147,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,30,23,11
85542,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1030,35,1,90,37,18,17
66584,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,56,48,37,29
58474,0,0,0,1,-0.09,-0.1,0.33,0.0,0.0,21.20428990635585,0.0,0.0,0.0,0,0,15,0,70,31,18,12
13322,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,85,30,30,12
85890,0,0,0,22,-3.27,-3.6,5.77,0.0,0.0,-17.580958616868738,0.0,0.0,0.5220117901726044,0,0,12,0,96,59,18,41
4480,0,0,0,33,-3.0,-3.3,11.0,0.0,0.0,14.377776003355422,0.0,0.0,0.0,0,0,18,1,54,37,23,18
49192,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,45,37,29,17
80813,0,0,0,0,-0.45,-0.5,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,40,29,18,11
62216,0,0,0,30,-5.45,-6.0,6.67,0.0,0.0,11.26420241333817,0.0,0.0,0.028889373128470255,0,0,0,0,50,39,20,21
88098,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,48,36,33,17
13508,0,0,1,1,-0.09,0.5,0.33,0.0,19.84366074797085,5.411312859584365,0.0,0.0,0.4777000827971536,0,0,10,0,48,29,29,10
59751,1,0,6,6,-2.09,1.3,0.1100000000000001,0.0,-7.209118046731852,33.91375856548951,0.0,0.6689750236337118,0.0,1,2412,20,1,12,26,18,7
88812,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,35,24,24,5
62050,0,0,0,8,-0.73,-0.8,2.67,0.0,0.0,16.336615237730218,0.0,0.0,0.16261035505517665,2,820,1,0,40,39,24,21
89291,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,30,36,26,17
43398,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,16,32,26,13
47341,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,56,37,19,16
40834,0,0,0,0,-2.0,-2.2,-2.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,42,19,19,0
51915,0,0,0,0,-2.64,-2.9,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,1,1422,12,0,24,50,24,31
75670,0,0,0,0,-2.55,-2.8,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,45,31,20,12
90790,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,56,38,21,19
28538,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,96,39,32,20
10849,0,0,0,0,-5.09,-5.6,-6.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,32,39,29,20
82589,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,64,29,29,8
47658,0,0,0,0,-1.45,-1.6,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,24,47,25,28
41388,0,0,0,0,-2.82,-3.1,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,48,37,33,18
50489,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1393,2,0,36,40,19,21
29892,0,0,0,0,-4.0,-4.4,-4.89,0.0,0.0,0.0,0.0,0.0,0.0,1,3033,28,0,110,46,34,27
35333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,80,32,29,12
78198,0,4,4,4,4.0,2.0,1.33,14.667158181758952,6.2568240216547935,12.163095690558436,0.0,0.0,0.5165171775499298,1,2640,12,0,90,41,32,21
58926,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,30,27,21,7
22589,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,42,27,27,7
80657,0,34,34,34,34.0,17.0,11.33,6.354160141019364,29.814420178171087,16.620574145024158,0.06727653627839336,0.0,0.0,0,0,4,0,54,41,31,22
72494,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,165,39,39,18
67841,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3058,4,0,78,41,29,23
43104,0,0,0,0,-5.27,-5.8,-6.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,110,27,24,9
60578,0,39,39,39,31.73,11.5,4.1099999999999985,-0.040183052706094465,7.456277944432807,15.961405480278538,0.5958803020841347,0.13869516082612934,0.0,0,0,24,0,182,18,18,0
57906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,48,32,27,12
14905,0,0,0,0,-13.0,-14.3,-15.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,54,34,26,16
46092,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,64,44,32,25
58135,0,0,0,0,-2.91,-3.2,-3.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,1,55,30,18,11
92915,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42,1,39,32,24,12
75418,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12,52,18,31
39172,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,0,48,27,26,7
48817,0,0,0,0,-7.82,-8.6,-9.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,6,31,23,12
30861,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,30,32,30,14
13459,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,50,42,33,24
86404,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,117,34,33,14
14771,0,0,0,0,-3.55,-3.9,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,15,48,33,30
16064,0,0,0,0,-1.18,-1.3,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,10,33,25,14
444,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,40,32,23,13
64078,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,70,34,18,15
45187,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,36,41,25,22
68651,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,1,24,47,24,26
13991,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2259,12,1,48,35,18,14
31494,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,42,33,31,14
38080,0,0,0,0,-7.91,-8.7,-9.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,10,38,20,19
26714,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,100,31,29,11
7620,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,42,26,22
26461,0,0,4,4,-0.36,2.0,1.33,0.0,-12.924171324876568,3.651768067060602,0.0,0.4996615135499711,0.0,0,0,3,0,20,43,22,24
50057,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2651,9,0,42,39,25,19
46281,0,10,10,10,10.0,5.0,3.33,-4.349766789864367,18.122163491789735,3.228829838308473,0.11578453366237848,0.0,0.5313736102083784,0,0,0,0,20,47,32,27
70223,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,16,30,30,11
25829,0,0,0,0,-0.18,-0.2,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,42,37,21,18
80965,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,70,44,24,24
35094,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,42,45,38,26
68654,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,10,36,20,18
86903,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,41,21,20
69544,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,10,36,28,17
14986,0,0,0,0,-0.73,-0.8,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,30,20,20,0
67148,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36,36,18,17
62174,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1408,10,0,32,33,33,14
55843,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1614,4,0,90,38,28,18
53462,0,0,0,0,-3.27,-3.6,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,40,34,34,15
92902,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,0,30,27,27,6
40398,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,0,36,40,27,21
26219,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,49,32,22,13
9620,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,1,960,4,1,21,39,24,21
98277,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,0,30,32,18,12
84931,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,35,32,18,14
68344,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,1,44,40,31,21
13218,0,0,17,17,-1.55,8.5,5.67,0.0,16.121282455997697,20.74591626989365,0.0,0.13402013868427692,0.6228805468880221,0,0,0,1,56,45,26,26
